Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
4201141,4243912,LINC00702,4236492,4243782
4201141,4243912,LINC00702,4234595,4243810
4201141,4243912,LINC00702,4241683,4243793
4201141,4243912,LINC00702,4205441,4243728
4201141,4243912,LINC00702,4233958,4243752
8801656,8802305,,8801656,8802305
49815,73545,,49815,73517
49815,73545,,49900,73545
61571342,61579456,,61571342,61577151
61571342,61579456,,61571348,61579456
9462088,9464947,,9462088,9464947
9469366,9477174,LINCR-0001,9469366,9474891
9469366,9477174,LINCR-0001,9469780,9477174
9469366,9477174,LINCR-0001,9470288,9474540
9469366,9477174,LINCR-0001,9470762,9472218
9469366,9477174,LINCR-0001,9470762,9472232
9469366,9477174,LINCR-0001,9470768,9473869
4459230,4459458,ELOCP27,4459230,4459458
206115547,206122323,,206115547,206122323
206116110,206116500,GCSHP3,206116110,206116500
62523025,62587709,ZCCHC2,62523025,62578579
62523025,62587709,ZCCHC2,62523619,62525495
62523025,62587709,ZCCHC2,62523667,62586729
62523025,62587709,ZCCHC2,62524173,62563065
62523025,62587709,ZCCHC2,62526889,62560644
62523025,62587709,ZCCHC2,62539514,62578579
62523025,62587709,ZCCHC2,62558542,62564602
62523025,62587709,ZCCHC2,62560353,62576729
62523025,62587709,ZCCHC2,62574479,62575499
62523025,62587709,ZCCHC2,62575298,62587709
62523025,62587709,ZCCHC2,62581805,62586729
206159585,206162928,EEF1B2,206159585,206162928
206159585,206162928,EEF1B2,206159594,206162927
206159585,206162928,EEF1B2,206159607,206162077
206159585,206162928,EEF1B2,206159615,206161117
206159585,206162928,EEF1B2,206159636,206162801
206159585,206162928,EEF1B2,206159638,206161190
206159585,206162928,EEF1B2,206159895,206162928
206159585,206162928,EEF1B2,206159927,206161467
206159585,206162928,EEF1B2,206159934,206161454
206159585,206162928,EEF1B2,206159934,206162839
206159585,206162928,EEF1B2,206162228,206162928
9472308,9475148,,9472308,9475148
9472308,9475148,,9472334,9475142
9472308,9475148,,9472379,9474248
9475410,9475516,RNU6-729P,9475410,9475516
9476694,9476950,PRSS52P,9476694,9476950
6427143,6580301,PRKCQ,6427148,6580276
6427143,6580301,PRKCQ,6427143,6580301
6427143,6580301,PRKCQ,6427143,6580301
6427143,6580301,PRKCQ,6427143,6512172
9522867,9898846,MSRA,9522867,9898846
9522867,9898846,MSRA,9522869,9857418
9522867,9898846,MSRA,9522873,9857593
9522867,9898846,MSRA,9523393,9898768
9522867,9898846,MSRA,9540230,9625304
9522867,9898846,MSRA,9597820,9650248
9522867,9898846,MSRA,9613949,9898637
9522867,9898846,MSRA,9631417,9857418
9522867,9898846,MSRA,9631889,9857594
9522867,9898846,MSRA,9701210,9894162
37619298,37623119,LINC00489,37619298,37623119
21755270,21755350,RPL41P1,21755270,21755350
45207033,45209768,SEMG1,45207033,45209768
41997131,41999397,,41997131,41999397
47958022,47958603,,47958022,47958603
46484461,46492640,ZNF840P,46484461,46492640
38260149,38304332,,38260149,38304332
63642035,63665593,,63642035,63665593
63642035,63665593,,63642061,63665592
63642035,63665593,,63642143,63642696
63642035,63665593,,63642153,63665593
46364551,46397994,,46364551,46390885
46364551,46397994,,46364570,46397994
54696604,54700905,LILRP1,54696604,54700905
63684216,63728065,SGPP1,63684216,63728065
17188134,17188344,,17188134,17188344
54703952,54704235,,54703952,54704235
23148086,23149939,,23148086,23149939
54707916,54713453,LILRP2,54707916,54713453
54707916,54713453,LILRP2,54708602,54713232
45629739,45631196,WFDC10A,45629739,45631196
36913628,36940439,CSF2RB,36913628,36940439
36913628,36940439,CSF2RB,36922134,36938611
36913628,36940439,CSF2RB,36922612,36930744
36913628,36940439,CSF2RB,36913633,36940433
44746642,44747201,,44746642,44747201
54724485,54736500,KIR3DL3,54724485,54736500
44841925,44842539,PGBD4P2,44841925,44842539
44864435,44885604,,44864435,44885604
63734697,63735923,EIF2S2P1,63734697,63735923
44656451,44663498,LINC01260,44656451,44663498
45109452,45115172,WFDC5,45109452,45115162
45109452,45115172,WFDC5,45109452,45115172
6034690,6036093,,6034690,6036093
63736444,63736505,RNU7-116P,63736444,63736505
38503562,38543336,,38503562,38543336
63762013,63762149,,63762013,63762149
63815247,63815433,RPS28P1,63815247,63815433
26917922,26967088,ADAMTS5,26917922,26967088
26917922,26967088,ADAMTS5,26922579,26965573
45684653,45705019,WFDC10B,45684653,45705019
45684653,45705019,WFDC10B,45684653,45705019
38502445,38502621,SNRPGP13,38502445,38502621
5499151,5502542,LINC01670,5499151,5502542
5499151,5502542,LINC01670,5499155,5502497
5499151,5502542,LINC01670,5499557,5502497
18786065,18794579,LINC00652,18786065,18794024
18786065,18794579,LINC00652,18786086,18794574
18786065,18794579,LINC00652,18788664,18794289
18786065,18794579,LINC00652,18786085,18794016
18786065,18794579,LINC00652,18788414,18794322
18786065,18794579,LINC00652,18787976,18794000
18786065,18794579,LINC00652,18787976,18794014
18786065,18794579,LINC00652,18787976,18794579
6444869,6468040,CBSL,6444869,6460082
6444869,6468040,CBSL,6444869,6467509
6444869,6468040,CBSL,6444869,6467532
6444869,6468040,CBSL,6444869,6468040
6444869,6468040,CBSL,6445433,6467532
6444869,6468040,CBSL,6447132,6467534
6444869,6468040,CBSL,6447261,6450632
6444869,6468040,CBSL,6456880,6461713
6444869,6468040,CBSL,6457901,6467483
6444869,6468040,CBSL,6444873,6468040
9614095,9614990,,9614095,9614990
57147087,57150410,BOD1L2,57147087,57150410
54724502,54798229,,54724502,54798229
9672054,9676292,,9672054,9676292
206160843,206161024,,206160843,206161024
9805716,9835135,,9805716,9835135
206161841,206161929,snoZ196,206161841,206161929
206161878,206161957,SNORD51,206161878,206161957
10046775,10053583,MIR124-1HG,10046775,10048557
10046775,10053583,MIR124-1HG,10048084,10049993
10046775,10053583,MIR124-1HG,10048192,10053390
10046775,10053583,MIR124-1HG,10049244,10050287
10046775,10053583,MIR124-1HG,10050056,10053510
10046775,10053583,MIR124-1HG,10050056,10053390
10046775,10053583,MIR124-1HG,10050056,10053390
10046775,10053583,MIR124-1HG,10050056,10053390
10046775,10053583,MIR124-1HG,10050056,10053583
10046775,10053583,MIR124-1HG,10050056,10053383
10046775,10053583,MIR124-1HG,10050056,10053377
10046775,10053583,MIR124-1HG,10050057,10053390
10046775,10053583,MIR124-1HG,10051517,10053396
10046775,10053583,MIR124-1HG,10051641,10053390
10046775,10053583,MIR124-1HG,10052254,10053390
54738475,54752995,KIR2DL3,54738475,54752995
206162228,206162359,SNORA41,206162228,206162359
59275156,59318649,CPLX4,59275156,59318544
59275156,59318649,CPLX4,59295402,59318649
206175316,206218047,GPR1,206175316,206218024
206175316,206218047,GPR1,206175320,206218047
206175316,206218047,GPR1,206175320,206213628
206175316,206218047,GPR1,206176180,206217903
206175316,206218047,GPR1,206176566,206213371
206175316,206218047,GPR1,206176713,206213625
206175316,206218047,GPR1,206176836,206213438
206175316,206218047,GPR1,206177000,206213744
206175316,206218047,GPR1,206177027,206218047
206175316,206218047,GPR1,206177191,206217900
38805697,38923024,PPP1R16B,38805697,38923024
38805697,38923024,PPP1R16B,38805724,38923024
38805697,38923024,PPP1R16B,38836116,38895646
38805697,38923024,PPP1R16B,38838448,38895698
54754966,54767314,KIR2DP1,54754966,54767314
54769736,54784266,KIR2DL1,54769736,54784266
54769736,54784266,KIR2DL1,54769768,54783809
10049982,10050066,MIR124-1,10049982,10050066
23453287,23486603,RIOK3,23453287,23483140
23453287,23486603,RIOK3,23453287,23463319
23453287,23486603,RIOK3,23453287,23481580
23453287,23486603,RIOK3,23453288,23464294
23453287,23486603,RIOK3,23453292,23482528
23453287,23486603,RIOK3,23453308,23481500
23453287,23486603,RIOK3,23464556,23467577
23453287,23486603,RIOK3,23466135,23477203
23453287,23486603,RIOK3,23466169,23481365
23453287,23486603,RIOK3,23477188,23486603
23453287,23486603,RIOK3,23479007,23483137
10177060,10400259,TNKS,10177060,10400259
10177060,10400259,TNKS,10177060,10400259
144262045,144291438,BOP1,144262045,144291438
144262045,144291438,BOP1,144262616,144263557
144262045,144291438,BOP1,144264342,144291370
144262045,144291438,BOP1,144264544,144265459
144262045,144291438,BOP1,144264934,144266086
144262045,144291438,BOP1,144281684,144291367
10214536,10214632,MIR597,10214536,10214632
10297849,10297992,,10297849,10297992
10498801,10502522,,10498801,10502522
50486784,50490648,MIOX,50486784,50490036
50486784,50490648,MIOX,50486859,50490648
50486784,50490648,MIOX,50486876,50490648
50486784,50490648,MIOX,50487385,50489976
206203543,206269946,GPR1-AS,206203543,206269946
206203543,206269946,GPR1-AS,206203578,206268365
206203543,206269946,GPR1-AS,206264030,206268097
10519986,10588362,,10519986,10581363
10519986,10588362,,10540203,10576284
10519986,10588362,,10580950,10584733
10519986,10588362,,10581036,10584716
10519986,10588362,,10581070,10588181
10519986,10588362,,10581093,10588362
10519986,10588362,,10581093,10584712
10519986,10588362,,10581110,10584539
206221316,206221635,RN7SKP200,206221316,206221635
206264248,206264538,HMGN1P6,206264248,206264538
206264686,206264834,RN7SKP260,206264686,206264834
10530661,10804664,,10530661,10630154
10530661,10804664,,10542308,10630121
10530661,10804664,,10542308,10553237
10530661,10804664,,10542309,10630176
10530661,10804664,,10542317,10551892
10530661,10804664,,10542472,10706710
10530661,10804664,,10555499,10630340
10530661,10804664,,10563553,10630347
10530661,10804664,,10563914,10630414
10530661,10804664,,10563915,10631537
10530661,10804664,,10563915,10630876
10530661,10804664,,10563915,10630370
10530661,10804664,,10563915,10630147
10530661,10804664,,10563915,10630128
10530661,10804664,,10563919,10630128
10530661,10804664,,10565897,10630858
10530661,10804664,,10571373,10630121
10530661,10804664,,10572215,10630858
10530661,10804664,,10588368,10630141
10530661,10804664,,10621169,10631114
10530661,10804664,,10621170,10631209
10530661,10804664,,10627754,10631013
10530661,10804664,,10627776,10630858
10530661,10804664,,10630273,10706774
10530661,10804664,,10651650,10706870
10530661,10804664,,10697418,10706971
10530661,10804664,,10700163,10766781
10530661,10804664,,10701316,10706897
10530661,10804664,,10752460,10767281
10530661,10804664,,10753176,10767343
10530661,10804664,,10753176,10767325
10530661,10804664,,10753176,10767312
10530661,10804664,,10753176,10767325
10530661,10804664,,10753278,10757970
10530661,10804664,,10753444,10804592
10530661,10804664,,10753444,10804575
10530661,10804664,,10753444,10788127
10530661,10804664,,10753444,10787215
10530661,10804664,,10753444,10767325
10530661,10804664,,10753444,10767303
10530661,10804664,,10753444,10767312
10530661,10804664,,10753444,10767303
10530661,10804664,,10753444,10767317
10530661,10804664,,10753444,10767303
10530661,10804664,,10753444,10767281
10530661,10804664,,10753444,10767281
10530661,10804664,,10753444,10767281
10530661,10804664,,10753444,10767256
10530661,10804664,,10753444,10767256
10530661,10804664,,10753444,10767256
10530661,10804664,,10753444,10767256
10530661,10804664,,10753444,10767256
10530661,10804664,,10753444,10766954
10530661,10804664,,10753444,10766879
10530661,10804664,,10753444,10766443
10530661,10804664,,10753444,10757970
10530661,10804664,,10753444,10767281
10530661,10804664,,10753444,10767276
10530661,10804664,,10753448,10787647
10530661,10804664,,10753449,10801020
10530661,10804664,,10753452,10804664
10530661,10804664,,10753465,10766797
10530661,10804664,,10753674,10804587
10530661,10804664,,10757298,10757970
10530661,10804664,,10762505,10768051
10530661,10804664,,10766496,10767278
10530661,10804664,,10788176,10804567
10530661,10804664,,10799947,10804617
10530661,10804664,,10799948,10804559
10530661,10804664,,10799951,10801301
206279283,206319047,ZDBF2,206279283,206319047
206279283,206319047,ZDBF2,206279309,206319047
206279283,206319047,ZDBF2,206279613,206310478
206279283,206319047,ZDBF2,206279630,206311781
206279283,206319047,ZDBF2,206279630,206313421
206279283,206319047,ZDBF2,206279630,206317920
206279283,206319047,ZDBF2,206279664,206318873
206279283,206319047,ZDBF2,206280334,206311664
206279283,206319047,ZDBF2,206284180,206317816
206279283,206319047,ZDBF2,206296683,206319044
98435405,98435840,FARP1-AS1,98435405,98435840
51966742,51967149,FABP5P2,51966742,51967149
51584455,51767709,WDFY2,51584455,51592586
51584455,51767709,WDFY2,51584462,51767709
51584455,51767709,WDFY2,51739148,51753123
47950797,47954808,,47950797,47953399
47950797,47954808,,47950799,47952055
47950797,47954808,,47950818,47954109
47950797,47954808,,47950851,47954808
26103416,26114028,NCOR1P1,26103416,26114028
26103416,26114028,NCOR1P1,26103489,26113986
38210503,38260772,KIAA1755,38210503,38260735
38210503,38260772,KIAA1755,38212472,38218183
38210503,38260772,KIAA1755,38212472,38223144
38210503,38260772,KIAA1755,38212476,38218105
38210503,38260772,KIAA1755,38217253,38227219
38210503,38260772,KIAA1755,38225549,38260772
38210503,38260772,KIAA1755,38236806,38239599
3833950,3834728,LINC02639,3833950,3834728
54786299,54790262,KIR3DP1,54786299,54790262
10257169,10257466,CUX2P1,10257169,10257466
8161260,8162192,PRPF38AP1,8161260,8162192
6779608,6877888,,6779608,6877888
54803469,54814492,KIR2DL4,54803469,54814491
54803469,54814492,KIR2DL4,54803545,54814492
54803469,54814492,KIR2DL4,54803574,54814492
54803469,54814492,KIR2DL4,54803574,54814492
54803469,54814492,KIR2DL4,54803574,54814492
54803469,54814492,KIR2DL4,54803574,54814492
54803469,54814492,KIR2DL4,54803575,54814097
54803469,54814492,KIR2DL4,54803586,54814368
54803469,54814492,KIR2DL4,54803591,54814492
4747846,4785100,,4747846,4785100
9292842,9309772,,9292842,9309636
9292842,9309772,,9296010,9309772
11742366,11764070,ECHDC3,11742382,11764070
11742366,11764070,ECHDC3,11742366,11764070
11742366,11764070,ECHDC3,11742446,11755581
11742366,11764070,ECHDC3,11747275,11763351
11742366,11764070,ECHDC3,11747450,11755730
206414707,206415529,ACER2P1,206414707,206415529
206423912,206424858,HNRNPA1P51,206423912,206424858
75148494,75172236,ZFP1,75148494,75149012
75148494,75172236,ZFP1,75148494,75169402
75148494,75172236,ZFP1,75148494,75170470
75148494,75172236,ZFP1,75148510,75149008
75148494,75172236,ZFP1,75148524,75172234
75148494,75172236,ZFP1,75148527,75172000
75148494,75172236,ZFP1,75148534,75170517
75148494,75172236,ZFP1,75148582,75172236
75148494,75172236,ZFP1,75149051,75169326
19841827,19843672,,19841827,19843672
49531946,49585558,RCBTB1,49531946,49585558
49531946,49585558,RCBTB1,49533918,49539503
49531946,49585558,RCBTB1,49551171,49552252
49531946,49585558,RCBTB1,49531946,49567323
40760104,40761270,CLDN7P1,40760104,40761270
34627075,34657285,TMEM47,34627075,34657285
6557822,6558654,,6557822,6558654
74073353,74147843,FBXO15,74073353,74097231
74073353,74147843,FBXO15,74073353,74147831
74073353,74147843,FBXO15,74073368,74147834
74073353,74147843,FBXO15,74073367,74147791
74073353,74147843,FBXO15,74073368,74147114
74073353,74147843,FBXO15,74073369,74082100
74073353,74147843,FBXO15,74073371,74100068
74073353,74147843,FBXO15,74073444,74123510
74073353,74147843,FBXO15,74073453,74135866
74073353,74147843,FBXO15,74073504,74078684
74073353,74147843,FBXO15,74122592,74126101
74073353,74147843,FBXO15,74129562,74147751
74073353,74147843,FBXO15,74130470,74147843
74073353,74147843,FBXO15,74130562,74147785
8045378,8075198,GATA3,8045378,8055896
8045378,8075198,GATA3,8053604,8058494
8045378,8075198,GATA3,8054688,8075198
8045378,8075198,GATA3,8054810,8074890
8045378,8075198,GATA3,8058399,8074064
14244382,14244928,UBE2E4P,14244382,14244928
38531923,38534174,UBTFL11,38531923,38534174
17933349,17934823,MDM4P1,17933349,17934823
38479215,38479913,BAG1P1,38479215,38479913
47115838,47117217,,47115838,47117215
47115838,47117217,,47115838,47117217
14834476,14835319,NPM1P9,14834476,14835319
33347720,33354444,BPIFB9P,33347720,33354444
33347720,33354444,BPIFB9P,33350863,33354060
9179385,9179606,BRK1P1,9179385,9179606
25561117,25564719,,25561117,25564462
25561117,25564719,,25561124,25564150
25561117,25564719,,25563101,25564259
25561117,25564719,,25563101,25564719
25561117,25564719,,25561117,25564715
25561117,25564719,,25562641,25564181
34387722,34388464,SRSF2P1,34387722,34388464
48359884,48370636,LINC00494,48359950,48370629
48359884,48370636,LINC00494,48359892,48365313
48359884,48370636,LINC00494,48365647,48370629
48359884,48370636,LINC00494,48359948,48361040
48359884,48370636,LINC00494,48359884,48367226
48359884,48370636,LINC00494,48359892,48367162
48359884,48370636,LINC00494,48359911,48367162
48359884,48370636,LINC00494,48359899,48367162
48359884,48370636,LINC00494,48359892,48366055
48359884,48370636,LINC00494,48359922,48367162
48359884,48370636,LINC00494,48359917,48367166
48359884,48370636,LINC00494,48359925,48370014
48359884,48370636,LINC00494,48360241,48366745
48359884,48370636,LINC00494,48363814,48370636
48359884,48370636,LINC00494,48364889,48370629
27427777,27428231,PTP4A1P5,27427777,27428231
38221391,38223667,,38221391,38223667
75192487,75193241,,75192487,75193241
8487165,8504564,,8487165,8504564
75204116,75209969,CTRB2,75204116,75209969
75204116,75209969,CTRB2,75204116,75209969
46296870,46330810,GTSE1,46296870,46330810
46296870,46330810,GTSE1,46316037,46327316
46296870,46330810,GTSE1,46316037,46329130
46296870,46330810,GTSE1,46328923,46330152
21654690,21658330,KLHL34,21654690,21658330
112056845,112108015,SOX1-OT,112107119,112108015
112056845,112108015,SOX1-OT,112057016,112108011
112056845,112108015,SOX1-OT,112056845,112100368
112056845,112108015,SOX1-OT,112056932,112099734
112056845,112108015,SOX1-OT,112057058,112099750
112056845,112108015,SOX1-OT,112080005,112099924
112056845,112108015,SOX1-OT,112088047,112108014
112056845,112108015,SOX1-OT,112107118,112107981
75221828,75224885,CTRB1,75221828,75224885
75221828,75224885,CTRB1,75221828,75224885
1591604,1602520,AKAP17A,1591604,1602520
1591604,1602520,AKAP17A,1591623,1602502
1591604,1602520,AKAP17A,1591625,1600303
88236547,88236969,RPL29P29,88236547,88236969
92610646,92677725,,92610646,92677725
95692538,95693972,MTND5P2,95692538,95693972
75226100,75228223,,75226100,75228223
75226100,75228223,,75226367,75228141
75226100,75228223,,75226408,75228220
75226100,75228223,,75226543,75227332
75226100,75228223,,75227012,75228221
97901653,97902288,RPL7AP61,97901653,97902288
44369365,44369877,,44369365,44369877
100198187,100198469,,100198187,100198469
25673195,25696853,ZNF337,25674215,25686957
25673195,25696853,ZNF337,25673195,25696853
25673195,25696853,ZNF337,25676949,25696815
30388785,30404967,,30388785,30404967
